,alert_strategy,alert_description,alert_status,alert_time,strategy_category,collection_plugin,label
194,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670067967,Others,plugin_B,Noise
195,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670067967,Others,plugin_B,Noise
196,Corefile Generation,TsysLXCAgent process produces corefile: PATH,Notified,1670067244,system stability,plugin_A,Noise
197,Corefile Generation,generate corefile:PATH,Notified,1670063101,system stability,plugin_A,Noise
198,Corefile Generation,generate corefile:PATH,Notified,1670059922,system stability,plugin_A,Noise
199,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670056855,Others,plugin_B,Noise
200,OOM Warning,"OOM abnormal event was found, a total of xx OOM times, information: OOM abnormal event occurred in the system",Notified,1670055853,system stability,plugin_A,Noise
201,OOM Warning,"OOM abnormal event was found, a total of xx OOM times, information: OOM abnormal event occurred in the system",Notified,1670055673,system stability,plugin_A,Noise
202,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670054758,Others,plugin_B,Noise
203,Corefile Generation,generate corefile:PATH,Notified,1670054101,system stability,plugin_A,Noise
204,,"Hard disk usage warning: partition xx usage xx, greater than or equal to xx, remaining capacity xxG",,1670053871,Others,plugin_B,Noise
205,,"Hard disk usage warning: partition xx usage xx, greater than or equal to xx, remaining capacity xxG",,1670051524,Others,plugin_B,Noise
206,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670051155,Others,plugin_B,Noise
207,Corefile Generation,generate corefile:PATH,Notified,1670050022,system stability,plugin_A,Noise
208,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670049951,Others,plugin_B,Noise
209,OOM Warning,"OOM abnormal event was found, a total of xx OOM times, information: OOM abnormal event occurred in the system",Notified,1670047393,system stability,plugin_A,Noise
210,Corefile Generation,generate corefile:PATH,Notified,1670046601,system stability,plugin_A,Noise
211,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670046063,Others,plugin_B,Noise
212,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670043354,Others,plugin_B,Noise
213,Gse process hosting event alert,"Event type: process restarts successfully, event content: check bkmonitorbeat not running, and restart it success",Notified,1670043103,system stability,plugin_A,Noise
214,Gse process hosting event alert,"Event type: process restarts successfully, event content: check bkmonitorbeat not running, and restart it success",Notified,1670040590,system stability,plugin_A,Noise
215,OOM Warning,"OOM abnormal event was found, a total of xx OOM times, information: OOM abnormal event occurred in the system",Notified,1670038513,system stability,plugin_A,Noise
216,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670031062,Others,plugin_B,Noise
217,Corefile Generation,generate corefile:PATH,Notified,1670030941,system stability,plugin_A,Noise
218,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1670030531,Others,plugin_B,Noise
219,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1670029205,Others,plugin_B,Noise
220,Corefile Generation,generate corefile:PATH,Notified,1670027161,system stability,plugin_A,Noise
221,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1670025705,Others,plugin_B,Noise
222,Corefile Generation,generate corefile:PATH,Notified,1670024822,system stability,plugin_A,Noise
223,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670022977,Others,plugin_B,Noise
224,Gse process hosting event alert,"Event type: process restarts successfully, event content: check bkmonitorbeat not running, and restart it success",Notified,1670022517,system stability,plugin_A,Noise
225,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670022082,Others,plugin_B,Noise
226,OOM Warning,"OOM abnormal event was found, a total of xx OOM times, information: OOM abnormal event occurred in the system",Notified,1670021353,system stability,plugin_A,Noise
227,Corefile Generation,generate corefile:PATH,Notified,1670021101,system stability,plugin_A,Noise
228,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670020279,Others,plugin_B,Noise
229,Corefile Generation,generate corefile:PATH,Notified,1670019121,system stability,plugin_A,Noise
230,,"Hard disk usage warning: partition xx usage xx, greater than or equal to xx, remaining capacity xxG",,1670017258,Others,plugin_B,Noise
231,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015746,Others,plugin_B,Noise
232,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015746,Others,plugin_B,Noise
233,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015755,Others,plugin_B,Noise
234,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015756,Others,plugin_B,Noise
235,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015757,Others,plugin_B,Noise
236,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015463,Others,plugin_B,Event
237,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015468,Others,plugin_B,Event
238,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015468,Others,plugin_B,Event
239,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1670015473,Others,plugin_B,Noise
240,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015446,Others,plugin_B,Event
241,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015446,Others,plugin_B,Event
242,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015446,Others,plugin_B,Event
243,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015446,Others,plugin_B,Event
244,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670015451,Others,plugin_B,Event
245,,"Hard disk usage warning: partition xx usage xx, greater than or equal to xx, remaining capacity xxG",,1670015221,Others,plugin_B,Noise
246,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670014271,Others,plugin_B,Noise
247,Gse process hosting event alert,"Event type: process restarts successfully, event content: check bkmonitorbeat not running, and restart it success",Notified,1670012213,system stability,plugin_A,Noise
248,Corefile Generation,generate corefile:PATH,Notified,1670009701,system stability,plugin_A,Noise
249,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670008871,Others,plugin_B,Noise
250,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670008550,Others,plugin_B,Noise
251,Corefile Generation,generate corefile:PATH,Notified,1670006521,system stability,plugin_A,Noise
252,OOM Warning,"OOM abnormal event was found, a total of xx OOM times, information: OOM abnormal event occurred in the system",Notified,1670004433,system stability,plugin_A,Noise
253,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670001053,Others,plugin_B,Noise
254,Corefile Generation,generate corefile:PATH,Notified,1669999501,system stability,plugin_A,Noise
255,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1669997455,Others,plugin_B,Noise
256,[kube statefulset] The number of statefulset replicas does not match,"(max_without_time(kube_statefulset_status_replicas_ready) - max_without_time(kube_statefulset_status_replicas)) max_without_time(kube_statefulset_status_replicas_ready)nd   (max_without_time(kube_statefulset_status_replicas_updated) == 0) > xx, 当前值xx",Notified,1670064720,system stability,plugin_A,Noise
257,Self-healing migration-Disk Warning,"COUNT(hard disk alert) >= xx, current value xx",Notified,1670053860,Others,plugin_A,Noise
258,Self-healing migration-Disk Warning,"COUNT(hard disk alert) >= xx, current value xx",Notified,1670051520,Others,plugin_A,Noise
259,[kube hpa] The number of replicas reaches the maximum HPA,"AVG(kube_hpa_status_current_replicas) - AVG(kube_hpa_spec_max_replicas) = xx, current value xx",Notified,1670029560,system stability,plugin_A,Noise
260,Self-healing migration-Disk Warning,"COUNT(hard disk alert) >= xx, current value xx",Notified,1670017200,Others,plugin_A,Noise
261,Self-healing migration-Disk Warning,"COUNT(hard disk alert) >= xx, current value xx",Notified,1670015220,Others,plugin_A,Noise
262,[kube statefulset] The number of statefulset replicas does not match,"(max_without_time(kube_statefulset_status_replicas_ready) - max_without_time(kube_statefulset_status_replicas)) max_without_time(kube_statefulset_status_replicas_ready)nd   (max_without_time(kube_statefulset_status_replicas_updated) == 0) > xx, 当前值xx",Notified,1670013240,system stability,plugin_A,Noise
263,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1670029205,Others,plugin_B,Noise
264,[kube hpa] The number of replicas reaches the maximum HPA,"AVG(kube_hpa_status_current_replicas) - AVG(kube_hpa_spec_max_replicas) = xx, current value xx",Notified,1670029560,system stability,plugin_A,Noise
265,,Agent has not reported data for xx minutes,,1670167811,Others,plugin_B,Noise
266,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1670166351,Others,plugin_B,Noise
267,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670166080,Others,plugin_B,Noise
268,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670163945,Others,plugin_B,Noise
269,,"Hard disk usage warning: partition xx usage xx, greater than or equal to xx, remaining capacity xxG",,1670162754,Others,plugin_B,Noise
270,Corefile Generation,generate corefile:PATH,Notified,1670161681,system stability,plugin_A,Noise
271,,"Hard disk usage warning: partition xx usage xx, greater than or equal to xx, remaining capacity xxG",,1670160423,Others,plugin_B,Noise
272,Corefile Generation,generate corefile:PATH,Notified,1670159042,system stability,plugin_A,Noise
273,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670157068,Others,plugin_B,Noise
274,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1670153763,Others,plugin_B,Noise
275,Corefile Generation,generate corefile:PATH,Notified,1670152801,system stability,plugin_A,Noise
276,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1670148356,Others,plugin_B,Noise
